V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,LocationLatitude,LocationLongitude,LocationAccuracy,
R_1DGXAztPLnKvLmo,Default Response Set,Anonymous,,,14.139.227.82,0,2015-03-02 15:42:59,2015-03-02 15:48:51,1,1,jaikamal,Firefox,35.0,Windows NT 6.1,1366x768,16.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,Male,20-25 years old,Undergraduate/Bachelor's degree,Java,,IN - India,"5.5,(GMT+05:30) New Delhi",7,5,7,10,20,28.666702270508,77.216705322266,-1,
R_bI9TuLByl9f0a8t,Default Response Set,Anonymous,,,82.137.13.4,0,2015-03-02 15:42:58,2015-03-02 15:50:54,1,1,moshu,Firefox,3.6.8,Linux i686,1280x960,-1,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.2.8) Gecko/20100723 Ubuntu/10.04 (lucid) Firefox/3.6.8,Male,51 years and above,Postgraduate/Master of arts,C++,teacher,RO - Romania,"2,(GMT+02:00) Bucharest",5,8,8,8,8,44.433303833008,26.100006103516,-1,
R_27fEFrTlhEa28kf,Default Response Set,Anonymous,,,5.68.55.123,0,2015-03-02 16:08:34,2015-03-02 16:09:55,1,1,Neo.subrata,Chrome iPad,40.0.2214.73,iPad,768x1024,-1,,"Mozilla/5.0 (iPad; CPU OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/40.0.2214.73 Mobile/12B466 Safari/600.1.4 (000473)",Male,26-30 years,Undergraduate/Bachelor's degree,C#,Tcs,IN - India,"0,(GMT) London",10-completely willing,24,24,30,30,51.566696166992,-0.41670227050781,-1,
R_bQx9dW5mD9cioW5,Default Response Set,Anonymous,,,95.90.219.30,0,2015-03-02 16:07:33,2015-03-02 16:11:03,1,1,pfilippi,Chrome,40.0.2214.115,Linux x86_64,1440x900,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,High School,Java,Freelancing Programmer and Student,DE - Germany,"1,(GMT+01:00) Berlin",7,10,8,8,12,49.442993164062,11.094802856445,-1,
R_73z3j8JWHgWF3gZ,Default Response Set,Anonymous,,,130.207.239.136,0,2015-03-02 16:17:21,2015-03-02 16:20:22,1,1,jonathanps,Chrome,40.0.2214.115,Windows NT 6.1,1920x1200,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,PhD student,US - United States,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",7,12,8,8,12,33.776306152344,-84.398002624512,-1,
R_3CZ7giBhqDzoBsg,Default Response Set,Anonymous,,,,1,2015-03-02 16:22:26,2015-03-02 16:23:05,1,1,ablasco,Safari,8.0.3,Macintosh,1280x800,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",Male,20-25 years old,Doctorate/PhD,C++,,AE - United Arab Emirates,,6,2,12,12,12,42.32209777832,-71.133399963379,-1,
R_Om89bUVUoBE6YM1,Default Response Set,Anonymous,,,71.232.157.45,0,2015-03-02 16:23:59,2015-03-02 16:24:19,1,1,ablasco,Safari,8.0.3,Macintosh,1280x800,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",Female,<20 years old,,,,,,5,,,,,42.32209777832,-71.133399963379,-1,
R_Y6ypbFZANmBEeD7,Default Response Set,Anonymous,,,94.43.191.162,0,2015-03-02 16:32:32,2015-03-02 16:35:38,1,1,didi_baga,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C++,Software developer ,GE - Georgia,"4,(GMT+04:00) Tbilisi",5,5,5,5,5,41.725006103516,44.790802001953,-1,
R_5u8aym2HGbz9F4t,Default Response Set,Anonymous,,,204.153.60.5,0,2015-03-02 16:35:09,2015-03-02 16:38:12,1,1,JRSSKumarD,Firefox,36.0,Windows NT 6.1,1600x900,14.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,Male,26-30 years,Postgraduate/Master of arts,Java,Software Engineer,IN - India,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",10-completely willing,32,32,32,32,29.748199462891,-95.490898132324,-1,
R_1dNv2XLXPu2woL6,Default Response Set,Anonymous,,,89.74.136.252,0,2015-03-02 16:52:51,2015-03-02 16:54:39,1,1,ribeiro,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,Graduate Student,PL - Poland,"1,(GMT+01:00) Warsaw",3,4,4,4,4,50.083297729492,19.916702270508,-1,
R_1M4ecKoKK3kL9Mv,Default Response Set,Anonymous,,,91.139.218.17,0,2015-03-02 16:52:26,2015-03-02 17:00:06,1,1,mln,Chrome,40.0.2214.115,Windows NT 6.3,1920x1200,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,C#,part-time,BG - Bulgaria,"2,(GMT+02:00) Sofia",3,12,12,12,12,43.216705322266,27.916702270508,-1,
R_3QptDBPcOfnNr5r,Default Response Set,Anonymous,,,59.128.190.112,0,2015-03-02 17:09:53,2015-03-02 17:14:25,1,1,ynasu,Safari,8.0.3,Macintosh,1366x768,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",Male,26-30 years,Postgraduate/Master of arts,Python,employee,JP - Japan,"9,(GMT+09:00) Tokyo",6,1,2,6,6,36.38330078125,139.73330688477,-1,
R_25zn9m9v3fm6vFb,Default Response Set,Anonymous,,,109.219.102.80,0,2015-03-02 17:49:07,2015-03-02 17:51:25,1,1,cyril.v,Firefox,36.0,Windows NT 6.3,1536x864,16.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,Male,26-30 years,Undergraduate/Bachelor's degree,C++,Employee,FR - France,"1,(GMT+01:00) Paris",3,6,4,4,6,49.25,4.0332946777344,-1,
R_6YBAgiuH1YsM8DP,Default Response Set,Anonymous,,,94.23.32.22,0,2015-03-02 18:01:40,2015-03-02 18:03:20,1,1,chicapi,Chrome,40.0.2214.115, Linux x86_64,1280x1024,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Female,31-40 years,Doctorate/PhD,C++,self employed,AR - Argentina,"-3,(GMT-03:00) Buenos Aires",10-completely willing,20,20,20,20,48.860000610352,2.3500061035156,-1,
R_2QxRyB7RIdBlbut,Default Response Set,Anonymous,,,99.70.26.249,0,2015-03-02 18:21:40,2015-03-02 18:25:10,1,1,ascii892,Firefox,32.0,Ubuntu,1280x1024,11.2.202,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0,Male,26-30 years,Postgraduate/Master of arts,C++,,US - United States,"0,(GMT) London",3,12,3,6,12,39.897994995117,-82.745903015137,-1,
R_2yrr8AhsUPP0ecS,Default Response Set,Anonymous,,,89.76.47.221,0,2015-03-02 19:15:30,2015-03-02 19:17:44,1,1,m_dz,Chrome,38.0.2125.101,Linux x86_64,1920x1080,-1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.101 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Student,PL - Poland,"1,(GMT+01:00) Warsaw",6,5,5,10,5,50.083297729492,19.916702270508,-1,
R_1JVcRf74wRfSGwC,Default Response Set,Anonymous,,,114.144.234.216,0,2015-03-02 19:25:43,2015-03-02 19:30:58,1,1,ourtake,Chrome,40.0.2214.115,Macintosh,1280x800,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C++,Ph.D. candidate,JP - Japan,"9,(GMT+09:00) Osaka",6,10,4,8,5,34.686401367188,135.51998901367,-1,
R_D5LZJN5nBdUeLT3,Default Response Set,Anonymous,,,126.255.144.218,0,2015-03-02 19:28:23,2015-03-02 19:30:59,1,1,toshif,Safari iPhone,8.0,iPhone,320x568,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4",Male,31-40 years,Postgraduate/Master of arts,Java,employee,JP - Japan,"9,(GMT+09:00) Tokyo",7,10,5,5,10,35.684997558594,139.75140380859,-1,
R_11aKcVng0NBgzLZ,Default Response Set,Anonymous,,,70.196.7.4,0,2015-03-02 19:26:04,2015-03-02 19:31:20,1,1,Dawit,Mozilla,5.0,CPU OS 8_1_3 like Mac OS X,414x736,-1,,"Mozilla/5.0 (iPhone7,1; iPhone; U; CPU OS 8_1_3 like Mac OS X; en_US) com.google.GooglePlus/50712 (KHTML, like Gecko) Mobile/N56AP AppleWebKit/537.51.2 (gzip)",Male,31-40 years,Postgraduate/Master of arts,Java,Master Application developer,,,8,2,2,1,,32.865005493164,-96.791397094727,-1,
R_2wHX6sGsXINHjoP,Default Response Set,Anonymous,,,223.3.84.158,0,2015-03-02 19:44:28,2015-03-02 19:48:58,1,1,windhunterSB,Chrome,39.0.2171.95,Windows NT 6.1,1600x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,C++,student,CN - China,"8,(GMT+08:00) Beijing",7,10,10,10,10,32.061706542969,118.77780151367,-1,
R_3rV4OP5bNAPjvL4,Default Response Set,Anonymous,,,36.49.160.60,0,2015-03-02 20:10:55,2015-03-02 20:13:12,1,1,Lozy,Chrome,40.0.2214.94,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,PhD,,"8,(GMT+08:00) Beijing",7,2,2,2,2,43.850799560547,126.56030273438,-1,
R_1juO4MzKDIDQMSx,Default Response Set,Anonymous,,,107.160.101.41,0,2015-03-02 20:19:34,2015-03-02 20:22:16,1,1,xin135,Chrome,40.0.2214.115,Windows NT 6.1,1706x1066,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Postgraduate/Master of arts,C++,employed,CN - China,"8,(GMT+08:00) Beijing",3,5,6,8,8,34.011505126953,-117.85350036621,-1,
R_1OJ508u8OrMuWU2,Default Response Set,Anonymous,,,202.9.5.38,0,2015-03-02 20:54:32,2015-03-02 20:56:50,1,1,pnomarev,Chrome,40.0.2214.111,Windows NT 6.1,1600x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,31-40 years,Postgraduate/Master of arts,C#,Employed,RU - Russia,"10,(GMT+10:00) Sydney",5,8,6,4,4,-37.699996948242,145.18328857422,-1,
R_22m0CjljG3BcrFa,Default Response Set,Anonymous,,,23.127.208.170,0,2015-03-02 21:17:31,2015-03-02 21:18:48,1,1,osev,Chrome,40.0.2214.111,Linux x86_64,1920x1080,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Python,Unemployed,US - United States,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",10-completely willing,2,2,2,2,36.119506835938,-80.173698425293,-1,
R_XYvKle1ZmuWZ9tv,Default Response Set,Anonymous,,,133.3.248.238,0,2015-03-02 21:13:55,2015-03-02 21:19:10,1,1,ichyo,Chrome,40.0.2214.115,Macintosh,1920x1080,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Graduate school,JP - Japan,"9,(GMT+09:00) Osaka",3,8,6,8,8,35.690002441406,139.69000244141,-1,
R_3lY1MNP8HTNeZ3O,Default Response Set,Anonymous,,,106.130.173.51,0,2015-03-02 21:24:10,2015-03-02 21:28:43,1,1,Vetteru,Mozilla,5.0,iPad,768x1024,-1,,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D257",Male,20-25 years old,High School,C++,Bachelor,JP - Japan,"9,(GMT+09:00) Tokyo",1-unwilling,48,48,48,48,35.684997558594,139.75140380859,-1,
R_3Hv8dfpJIS4gQfz,Default Response Set,Anonymous,,,123.114.90.193,0,2015-03-02 21:38:44,2015-03-02 21:40:21,1,1,elder1g,Firefox,34.0,Windows NT 5.1,1280x1024,13.0.0,1,Mozilla/5.0 (Windows NT 5.1; rv:34.0) Gecko/20100101 Firefox/34.0,Male,26-30 years,Undergraduate/Bachelor's degree,C++,employed,SG - Singapore,"8,(GMT+08:00) Hong Kong",7,10,10,2,2,39.928894042969,116.38830566406,-1,
R_2pMioOPu2JnMlvk,Default Response Set,Anonymous,,,178.49.208.21,0,2015-03-02 21:48:12,2015-03-02 21:54:54,1,1,kpoxa2l,Chrome,34.0.1847.116,Linux x86_64,1280x1024,14.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36",Male,51 years and above,Doctorate/PhD,C++,senior reseacher,RU - Russia,"6,(GMT+06:00) Novosibirsk",5,8,12,12,12,55.041107177734,82.934387207031,-1,
R_3EXazfVOH1zkOGz,Default Response Set,Anonymous,,,181.28.147.192,0,2015-03-02 21:51:31,2015-03-02 21:55:15,1,1,Defh,Safari iPad,8.0,iPad,768x1024,-1,,"Mozilla/5.0 (iPad; CPU OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4",Male,31-40 years,Undergraduate/Bachelor's degree,Java,Employee,DO - Dominican Republic,"-3,(GMT-03:00) Buenos Aires",10-completely willing,6,6,6,8,-34.603302001953,-58.38159942627,-1,
R_1YzXtW5ypXXC2Vf,Default Response Set,Anonymous,,,72.205.50.34,0,2015-03-02 22:15:11,2015-03-02 22:17:16,1,1,baseballnut,Safari,5.1.9,Macintosh,1280x800,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",Male,41-50 years,Postgraduate/Master of arts,Java,Employed,NL - Netherlands,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",5,2,2,2,2,38.863998413086,-77.192199707031,-1,
R_5pcJYszgS73owMl,Default Response Set,Anonymous,,,72.14.230.34,0,2015-03-02 23:31:23,2015-03-02 23:32:37,1,1,ainu7,Chrome,40.0.2214.111, Linux x86_64,1600x900,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,C++,Professional,"KR - Korea, South","9,(GMT+09:00) Seoul",6,4,8,12,24,37.598495483398,126.97830200195,-1,
R_1F5qoJbp4Dfj7nJ,Default Response Set,Anonymous,,,219.161.135.233,0,2015-03-02 23:35:57,2015-03-02 23:42:18,1,1,haraduka,Chrome,37.0.2062.94,Linux x86_64,1280x800,14.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,sophomore,JP - Japan,"9,(GMT+09:00) Tokyo",4,10,0,10,10,35.856903076172,139.64889526367,-1,
R_3PiDdd0p5JZIZ98,Default Response Set,Anonymous,,,122.249.236.193,0,2015-03-02 23:47:44,2015-03-03 00:04:57,1,1,112atn323,Firefox,35.0,Macintosh,1440x900,16.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:35.0) Gecko/20100101 Firefox/35.0,Male,26-30 years,Doctorate/PhD,Java,software engineer,JP - Japan,"9,(GMT+09:00) Tokyo",9,5,5,5,5,35.684997558594,139.75140380859,-1,
R_5ak15kayAj8wXGd,Default Response Set,Anonymous,,,78.102.131.206,0,2015-03-03 00:16:37,2015-03-03 00:18:05,1,1,buraksrc,Firefox,34.0, Ubuntu,1920x1080,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0,Male,31-40 years,High School,Java,unemployed,TR - Turkey,"1,(GMT+01:00) Prague",7,24,24,24,24,50.083297729492,14.466705322266,-1,
R_3finF3RzSfNwHLh,Default Response Set,Anonymous,,,78.102.131.206,0,2015-03-03 00:19:08,2015-03-03 00:19:53,1,1,buraksrc,Firefox,34.0,Ubuntu,1920x1080,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0,Male,31-40 years,High School,Java,unemployed,TR - Turkey,"1,(GMT+01:00) Prague",7,24,24,24,24,50.083297729492,14.466705322266,-1,
R_bjX1UxX8YsCboul,Default Response Set,Anonymous,,,24.130.211.180,0,2015-03-03 00:23:29,2015-03-03 00:30:29,1,1,azneye,Chrome,40.0.2214.111,Windows NT 6.3,1280x720,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,<20 years old,High School,C++,Internship during school break,CN - China,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",5,5,5,5,5,37.396102905273,-121.96170043945,-1,
R_9KNTeE8hPMANwjP,Default Response Set,Anonymous,,,162.238.131.29,0,2015-03-03 00:19:40,2015-03-03 00:31:52,1,1,_Kevin,Chrome,40.0.2214.115,Windows NT 6.3,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,Other,part time / student,US - United States,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",7,6,3,3,8,32.995407104492,-117.07530212402,-1,
R_3CBYscUQMbODSTp,Default Response Set,Anonymous,,,178.21.136.3,0,2015-03-03 00:24:54,2015-03-03 00:36:01,1,1,rrr_guru,Firefox,35.0,Windows NT 6.1,1920x1080,16.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,Male,31-40 years,Postgraduate/Master of arts,C#,Unemployed,PL - Poland,"1,(GMT+01:00) Warsaw",7,8,8,8,8,53.300003051758,23.283294677734,-1,
R_3hlNxojiaxU0hlS,Default Response Set,Anonymous,,,203.208.61.240,0,2015-03-03 00:39:15,2015-03-03 00:40:35,1,1,sweetkang,Chrome,40.0.2214.115,Linux x86_64,1920x1200,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Employed,CN - China,"8,(GMT+08:00) Beijing",3,4,4,4,4,39.928894042969,116.38830566406,-1,
R_5mpVLG3lxwaGKXL,Default Response Set,Anonymous,,,106.187.97.72,0,2015-03-03 00:57:51,2015-03-03 01:00:43,1,1,alazyrabbit,Chrome,40.0.2214.115,Macintosh,1280x800,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Undergraduate/Bachelor's degree,Python,independent,CN - China,"8,(GMT+08:00) Chongqing",8,5,5,5,10,35.690002441406,139.69000244141,-1,
R_2YX2GuNPDdPjQ5W,Default Response Set,Anonymous,,,60.39.149.123,0,2015-03-03 01:01:42,2015-03-03 01:06:19,1,1,cocodrips,Chrome,40.0.2214.115,Macintosh,1366x768,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Female,20-25 years old,Postgraduate/Master of arts,Python,full-time student,JP - Japan,"9,(GMT+09:00) Tokyo",5,15,10,15,2,37.75,140.46780395508,-1,
R_2PjIvQtl7Lja5jD,Default Response Set,Anonymous,,,126.250.67.222,0,2015-03-03 01:08:21,2015-03-03 01:11:02,1,1,not_,Chrome,40.0.2214.115,Linux x86_64,1920x1080,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,C++,Master course,JP - Japan,"9,(GMT+09:00) Tokyo",5,12,12,12,24,35.733306884766,139.64999389648,-1,
R_29rygAU2X6CVT3j,Default Response Set,Anonymous,,,157.82.19.33,0,2015-03-03 01:59:11,2015-03-03 02:01:06,1,1,kazunetakahashi,Chrome,41.0.2272.74,Macintosh,1366x768,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.74 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,C++,Master Course Student,JP - Japan,"9,(GMT+09:00) Tokyo",5,2,2,2,2,35.684997558594,139.75140380859,-1,
R_3n7TjraNcWEUhh6,Default Response Set,Anonymous,,,112.220.199.134,0,2015-03-03 01:58:27,2015-03-03 02:10:46,1,1,RRx,Chrome,40.0.2214.111,Macintosh,1920x1080,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,mandatory army,"KR - Korea, South","9,(GMT+09:00) Seoul",8,6,4,4,8,37.570007324219,126.98001098633,-1,
R_1QhDdr1J9tPuhCk,Default Response Set,Anonymous,,,180.151.117.14,0,2015-03-03 02:26:18,2015-03-03 02:28:34,1,1,ananthhh,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.4; XT1052 Build/KXA21.12-L1.26) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,Self employed,IN - India,"5.5,(GMT+05:30) Kolkata",7,3,3,5,5,12.983306884766,77.583312988281,-1,
R_oY5tXw4Ynmk9Zq9,Default Response Set,Anonymous,,,159.226.177.15,0,2015-03-03 02:29:49,2015-03-03 02:32:13,1,1,wzyxp_123,Chrome,40.0.2214.115,Windows NT 6.1,1440x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Doctorate/PhD,Java,Chinese Academy of Sciences,CN - China,"8,(GMT+08:00) Beijing",10-completely willing,12,12,12,12,39.928894042969,116.38830566406,-1,
R_2ATpfqBMeOJYjZ5,Default Response Set,Anonymous,,,41.151.0.94,0,2015-03-03 02:36:33,2015-03-03 02:38:34,1,1,aakinola,Safari iPhone,8.0,iPhone,320x568,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4",Male,31-40 years,Undergraduate/Bachelor's degree,Java,Employed,NG - Nigeria,,8,12,12,6,6,-25.706893920898,28.229400634766,-1,
R_C1QHTPN61dVD30Z,Default Response Set,Anonymous,,,72.14.230.34,0,2015-03-03 02:37:32,2015-03-03 02:40:52,1,1,legend12s,Safari,7.1.3,Macintosh,1440x900,-1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/7.1.3 Safari/537.85.12",Male,31-40 years,Undergraduate/Bachelor's degree,C++,Employee,"KR - Korea, South","9,(GMT+09:00) Seoul",7,12,4,12,18,37.598495483398,126.97830200195,-1,
R_3n8WUEMakWwaxEm,Default Response Set,Anonymous,,,223.62.202.39,0,2015-03-03 02:48:54,2015-03-03 02:51:58,1,1,xhae,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.4; D6503 Build/23.0.1.A.0.167) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,26-30 years,Undergraduate/Bachelor's degree,C++,Yonsei University,"KR - Korea, South","9,(GMT+09:00) Seoul",9,8,12,12,24,37.598495483398,126.97830200195,-1,
R_25XUv7GdwkLgcA8,Default Response Set,Anonymous,,,178.21.136.3,0,2015-03-03 02:50:54,2015-03-03 02:53:55,1,1,wsobolewski,Chrome,40.0.2214.115,Linux x86_64,1366x768,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,C#,Unemployed ,PL - Poland,"1,(GMT+01:00) Warsaw",6,8,8,6,8,53.300003051758,23.283294677734,-1,
R_23a6D9ngLfrkMtl,Default Response Set,Anonymous,,,192.198.151.37,0,2015-03-03 02:52:35,2015-03-03 02:54:52,1,1,Zimuk,Chrome,40.0.2214.115,Windows NT 6.1,1920x1200,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Postgraduate/Master of arts,C++,employed,RU - Russia,"4,(GMT+04:00) Abu Dhabi",8,6,6,6,6,47,8,-1,
